time in min;member price in euro;non-member price in euro;SLUB Makerspace
5;0.8;1.2
5;0.72;1.08
10;0.72;1.08
10;0.65;0.97
20;0.65;0.97
20;0.58;0.87
30;0.58;0.87
30;0.52;0.78
45;0.52;0.78
45;0.46;0.70
60;0.46;0.70
60; 0.4;0.63
90;0.4;0.63
90;0.35;0.53
120;0.35;0.53
120;0.3;0.50
135;0.3;0.50
